Country,VendorName,VendorNumber,PaymentCount,PaymentAmount,InvoiceLineAmountLocal,Currency,ThirdPartyPaymentsLineId,GIAccountDescription,PaymentType,PaymentSubtype,BusinessActivity,InvoiceGIDate
SPAIN,FernandaVargas  Costa,93300418,5,48250,9650,EUR,93300418,Other Travel Cost,CERPS Invoice,N/A,Entertainment,01-04-2023
SPAIN,FernandaVargas  Costa,93300418,5,48250,9650,EUR,93300418,Postage & Couriers,CERPS Invoice,PaidTravel Expenses,Sponsorships,24-02-2023
SPAIN,FernandaVargas  Costa,93300418,5,48250,9650,EUR,93300418,Postage & Couriers,CERPS Invoice,PaidScholarship,Travel Expenses,18-03-2023
SPAIN,FernandaVargas  Costa,93300418,5,48250,9650,EUR,93300418,Taxi Fares,CERPS Invoice,Networking,Entertainment,19-11-2022
SPAIN,FernandaVargas  Costa,93300418,5,48250,9650,EUR,93300418,Postage & Couriers,CERPS Invoice,PaidTravel Expenses,Entertainment,24-07-2022
SPAIN,Rafael Martinez,93300226,4,46500,11625,EUR,93300226,Air Fares,CERPS Invoice,Logistics,HCP Fee for Service,02-11-2022
SPAIN,Rafael Martinez,93300226,4,46500,11625,EUR,93300226,Digital Production,Monetory TOV,PaidTravel Expenses,HCP Fee for Service,16-09-2023
SPAIN,Rafael Martinez,93300226,4,46500,11625,EUR,93300226,Employee Training,Monetory TOV,N/A,HCP Fee for Service,13-10-2023
SPAIN,Rafael Martinez,93300226,4,46500,11625,EUR,93300226,Air Fares,CERPS Invoice,PaidScholarship,Gifts,04-02-2023
SPAIN,Fabio Lima,93300419,5,52250,10450,EUR,93300419,Vehicle Parking,Monetory TOV,PaidTravel Expenses,Membership Fees,02-02-2023
SPAIN,Fabio Lima,93300419,5,52250,10450,EUR,93300419,Vehicle Parking,CERPS Invoice,Networking,Training,16-02-2022
SPAIN,Fabio Lima,93300419,5,52250,10450,EUR,93300419,Taxi Fares,CERPS Invoice,PaidTravel Expenses,Training,18-06-2022
SPAIN,Fabio Lima,93300419,5,52250,10450,EUR,93300419,Postage & Couriers,CERPS Invoice,Networking,Entertainment,19-08-2023
SPAIN,Fabio Lima,93300419,5,52250,10450,EUR,93300419,Other Travel Cost,Monetory TOV,Logistics,Travel Expenses,02-03-2023
SPAIN,Lucas Pedro Silva,93300230,4,9300,2325,EUR,93300230,Hotel & Accomidation,Monetory TOV,N/A,Grants & Donations,11-03-2023
SPAIN,Lucas Pedro Silva,93300230,4,9300,2325,EUR,93300230,Taxi Fares,Monetory TOV,Networking,HCP Fee for Service,26-06-2022
SPAIN,Lucas Pedro Silva,93300230,4,9300,2325,EUR,93300230,Air Fares,CERPS Invoice,Networking,Other HCO Expenditure,19-09-2022
SPAIN,Lucas Pedro Silva,93300230,4,9300,2325,EUR,93300230,Hotel & Accomidation,Monetory TOV,PaidScholarship,Entertainment,31-10-2023
SPAIN,Tiago PedroCosta,93300421,5,48250,9650,EUR,93300421,Employee Training,CERPS Invoice,PaidScholarship,Other HCO Expenditure,11-03-2022
SPAIN,Tiago PedroCosta,93300421,5,48250,9650,EUR,93300421,Vehicle Parking,CERPS Invoice,PaidTravel Expenses,Entertainment,11-01-2022
SPAIN,Tiago PedroCosta,93300421,5,48250,9650,EUR,93300421,Employee Training,Monetory TOV,PaidTravel Expenses,HCP Fee for Service,11-01-2023
SPAIN,Tiago PedroCosta,93300421,5,48250,9650,EUR,93300421,Vehicle Parking,CERPS Invoice,N/A,HCP Fee for Service,29-03-2022
SPAIN,Tiago PedroCosta,93300421,5,48250,9650,EUR,93300421,Employee Training,CERPS Invoice,PaidScholarship,Travel Expenses,23-01-2023
SPAIN,Adrian Costa,93300423,5,47250,9450,EUR,93300423,Other Travel Cost,CERPS Invoice,Networking,Entertainment,29-11-2022
SPAIN,Adrian Costa,93300423,5,47250,9450,EUR,93300423,Other Travel Cost,CERPS Invoice,PaidScholarship,Grants & Donations,03-08-2022
SPAIN,Adrian Costa,93300423,5,47250,9450,EUR,93300423,Other Travel Cost,Monetory TOV,Networking,Other HCO Expenditure,05-05-2023
SPAIN,Adrian Costa,93300423,5,47250,9450,EUR,93300423,Taxi Fares,CERPS Invoice,PaidTravel Expenses,Other HCO Expenditure,10-12-2023
SPAIN,Adrian Costa,93300423,5,47250,9450,EUR,93300423,Other Travel Cost,Monetory TOV,PaidScholarship,Entertainment,11-03-2023
SPAIN,Carmen Leandro Garcia,93300236,4,42500,10625,EUR,93300236,Other Travel Cost,Monetory TOV,N/A,Travel Expenses,05-06-2022
SPAIN,Carmen Leandro Garcia,93300236,4,42500,10625,EUR,93300236,Air Fares,CERPS Invoice,N/A,Membership Fees,22-04-2023
SPAIN,Carmen Leandro Garcia,93300236,4,42500,10625,EUR,93300236,Other Travel Cost,CERPS Invoice,Logistics,HCP Fee for Service,10-02-2022
SPAIN,Carmen Leandro Garcia,93300236,4,42500,10625,EUR,93300236,Vehicle Parking,Monetory TOV,Networking,Grants & Donations,09-08-2022
SPAIN,Fabio Oliveira Hugo,93300425,5,52000,10400,EUR,93300425,Taxi Fares,CERPS Invoice,PaidTravel Expenses,Travel Expenses,13-11-2022
SPAIN,Fabio Oliveira Hugo,93300425,5,52000,10400,EUR,93300425,Employee Training,Monetory TOV,PaidTravel Expenses,Market Research,05-05-2023
SPAIN,Fabio Oliveira Hugo,93300425,5,52000,10400,EUR,93300425,Other Travel Cost,CERPS Invoice,PaidScholarship,Entertainment,09-10-2023
SPAIN,Fabio Oliveira Hugo,93300425,5,52000,10400,EUR,93300425,Vehicle Parking,CERPS Invoice,Networking,Other HCO Expenditure,16-04-2023
SPAIN,Fabio Oliveira Hugo,93300425,5,52000,10400,EUR,93300425,Air Fares,CERPS Invoice,Networking,Gifts,30-04-2023
SPAIN,Leonardo Costa,93300240,4,46500,11625,EUR,93300240,Taxi Fares,CERPS Invoice,Logistics,Training,22-03-2022
SPAIN,Leonardo Costa,93300240,4,46500,11625,EUR,93300240,Employee Training,CERPS Invoice,PaidScholarship,Training,03-01-2022
SPAIN,Leonardo Costa,93300240,4,46500,11625,EUR,93300240,Taxi Fares,CERPS Invoice,PaidScholarship,Sponsorships,02-06-2023
SPAIN,Leonardo Costa,93300240,4,46500,11625,EUR,93300240,Postage & Couriers,CERPS Invoice,Networking,Market Research,05-07-2023
SPAIN,Paulo Mendes,93300427,5,53000,10600,EUR,93300427,Air Fares,CERPS Invoice,PaidTravel Expenses,Travel Expenses,13-02-2022
SPAIN,Paulo Mendes,93300427,5,53000,10600,EUR,93300427,Taxi Fares,CERPS Invoice,PaidTravel Expenses,Sponsorships,28-07-2022
SPAIN,Paulo Mendes,93300427,5,53000,10600,EUR,93300427,Hotel & Accomidation,CERPS Invoice,Logistics,Entertainment,11-03-2022
SPAIN,Paulo Mendes,93300427,5,53000,10600,EUR,93300427,Hotel & Accomidation,Monetory TOV,PaidTravel Expenses,Training,18-11-2023
SPAIN,Paulo Mendes,93300427,5,53000,10600,EUR,93300427,Vehicle Parking,CERPS Invoice,PaidTravel Expenses,Grants & Donations,28-07-2022
SPAIN,Antonio Alvarez,93300243,4,41000,10250,EUR,93300243,Other Travel Cost,Monetory TOV,Networking,Other HCO Expenditure,19-11-2022
SPAIN,Antonio Alvarez,93300243,4,41000,10250,EUR,93300243,Employee Training,Monetory TOV,PaidScholarship,Travel Expenses,07-07-2023
SPAIN,Antonio Alvarez,93300243,4,41000,10250,EUR,93300243,Other Travel Cost,Monetory TOV,Logistics,Sponsorships,21-10-2023
SPAIN,Antonio Alvarez,93300243,4,41000,10250,EUR,93300243,Vehicle Parking,Monetory TOV,Logistics,Other HCO Expenditure,04-09-2022
SPAIN,IsabelHugo  Martinez,93300244,4,45000,11250,EUR,93300244,Hotel & Accomidation,Monetory TOV,Logistics,Grants & Donations,21-08-2022
SPAIN,IsabelHugo  Martinez,93300244,4,45000,11250,EUR,93300244,Employee Training,CERPS Invoice,N/A,Travel Expenses,29-09-2023
SPAIN,IsabelHugo  Martinez,93300244,4,45000,11250,EUR,93300244,Taxi Fares,Monetory TOV,N/A,Gifts,13-02-2022
SPAIN,IsabelHugo  Martinez,93300244,4,45000,11250,EUR,93300244,Hotel & Accomidation,CERPS Invoice,PaidTravel Expenses,Travel Expenses,20-03-2023
SPAIN,Manuel Gonzalez,93300431,5,50000,10000,EUR,93300431,Postage & Couriers,Monetory TOV,Logistics,Travel Expenses,30-06-2022
SPAIN,Manuel Gonzalez,93300431,5,50000,10000,EUR,93300431,Vehicle Parking,Monetory TOV,N/A,Other HCO Expenditure,21-11-2023
SPAIN,Manuel Gonzalez,93300431,5,50000,10000,EUR,93300431,Vehicle Parking,CERPS Invoice,PaidTravel Expenses,Other HCO Expenditure,14-02-2022
SPAIN,Manuel Gonzalez,93300431,5,50000,10000,EUR,93300431,Hotel & Accomidation,Monetory TOV,PaidTravel Expenses,Other HCO Expenditure,22-06-2023
SPAIN,Manuel Gonzalez,93300431,5,50000,10000,EUR,93300431,Hotel & Accomidation,Monetory TOV,N/A,Other HCO Expenditure,06-12-2023
SPAIN,Javier Gomez,93300246,4,8600,2150,EUR,93300246,Postage & Couriers,CERPS Invoice,Networking,Membership Fees,14-02-2023
SPAIN,Javier Gomez,93300246,4,8600,2150,EUR,93300246,Employee Training,Monetory TOV,PaidTravel Expenses,Travel Expenses,06-10-2022
SPAIN,Javier Gomez,93300246,4,8600,2150,EUR,93300246,Air Fares,CERPS Invoice,N/A,Gifts,11-10-2022
SPAIN,Javier Gomez,93300246,4,8600,2150,EUR,93300246,Vehicle Parking,CERPS Invoice,N/A,Market Research,04-08-2023
SPAIN,Roberto Lopez,93300434,5,47500,9500,EUR,93300434,Vehicle Parking,CERPS Invoice,PaidScholarship,Entertainment,11-09-2023
SPAIN,Roberto Lopez,93300434,5,47500,9500,EUR,93300434,Hotel & Accomidation,Monetory TOV,PaidTravel Expenses,Travel Expenses,27-06-2022
SPAIN,Roberto Lopez,93300434,5,47500,9500,EUR,93300434,Other Travel Cost,Monetory TOV,N/A,Membership Fees,04-03-2023
SPAIN,Roberto Lopez,93300434,5,47500,9500,EUR,93300434,Digital Production,Monetory TOV,PaidTravel Expenses,Grants & Donations,20-10-2022
SPAIN,Roberto Lopez,93300434,5,47500,9500,EUR,93300434,Employee Training,CERPS Invoice,PaidScholarship,Grants & Donations,04-07-2023
SPAIN,Enrique Martinez,93300435,5,9400,1880,EUR,93300435,Hotel & Accomidation,CERPS Invoice,PaidScholarship,Gifts,10-03-2023
SPAIN,Enrique Martinez,93300435,5,9400,1880,EUR,93300435,Other Travel Cost,CERPS Invoice,Networking,HCP Fee for Service,01-02-2022
SPAIN,Enrique Martinez,93300435,5,9400,1880,EUR,93300435,Vehicle Parking,CERPS Invoice,PaidTravel Expenses,HCP Fee for Service,01-08-2022
SPAIN,Enrique Martinez,93300435,5,9400,1880,EUR,93300435,Employee Training,CERPS Invoice,Networking,Travel Expenses,27-09-2022
SPAIN,Enrique Martinez,93300435,5,9400,1880,EUR,93300435,Taxi Fares,CERPS Invoice,Networking,Grants & Donations,04-06-2023
SPAIN,Pedro Lopez,93300250,4,8800,2200,EUR,93300250,Taxi Fares,CERPS Invoice,PaidTravel Expenses,Membership Fees,21-03-2022
SPAIN,Pedro Lopez,93300250,4,8800,2200,EUR,93300250,Other Travel Cost,Monetory TOV,N/A,Entertainment,03-06-2023
SPAIN,Pedro Lopez,93300250,4,8800,2200,EUR,93300250,Postage & Couriers,CERPS Invoice,Networking,Gifts,16-07-2023
SPAIN,Pedro Lopez,93300250,4,8800,2200,EUR,93300250,Digital Production,CERPS Invoice,PaidScholarship,Membership Fees,28-07-2022
SPAIN,Juan Alvarez,93300437,5,45500,9100,EUR,93300437,Other Travel Cost,Monetory TOV,Logistics,Travel Expenses,08-05-2022
SPAIN,Juan Alvarez,93300437,5,45500,9100,EUR,93300437,Digital Production,Monetory TOV,Networking,Travel Expenses,17-10-2023
SPAIN,Juan Alvarez,93300437,5,45500,9100,EUR,93300437,Employee Training,Monetory TOV,PaidTravel Expenses,Entertainment,13-06-2023
SPAIN,Juan Alvarez,93300437,5,45500,9100,EUR,93300437,Hotel & Accomidation,Monetory TOV,N/A,Membership Fees,04-07-2023
SPAIN,Juan Alvarez,93300437,5,45500,9100,EUR,93300437,Other Travel Cost,CERPS Invoice,Logistics,Travel Expenses,13-05-2022
SPAIN,Carmen Gomez,93300438,5,9600,1920,EUR,93300438,Postage & Couriers,CERPS Invoice,Networking,Membership Fees,15-06-2022
SPAIN,Carmen Gomez,93300438,5,9600,1920,EUR,93300438,Taxi Fares,CERPS Invoice,PaidScholarship,Market Research,07-07-2023
SPAIN,Carmen Gomez,93300438,5,9600,1920,EUR,93300438,Hotel & Accomidation,Monetory TOV,Logistics,Training,07-07-2022
SPAIN,Carmen Gomez,93300438,5,9600,1920,EUR,93300438,Vehicle Parking,Monetory TOV,N/A,Sponsorships,18-05-2022
SPAIN,Carmen Gomez,93300438,5,9600,1920,EUR,93300438,Hotel & Accomidation,Monetory TOV,PaidScholarship,Sponsorships,10-04-2022
SPAIN,Carla Martinez Romero,93300440,5,47500,9500,EUR,93300440,Vehicle Parking,CERPS Invoice,PaidScholarship,HCP Fee for Service,12-05-2023
SPAIN,Carla Martinez Romero,93300440,5,47500,9500,EUR,93300440,Hotel & Accomidation,Monetory TOV,PaidScholarship,Gifts,10-01-2023
SPAIN,Carla Martinez Romero,93300440,5,47500,9500,EUR,93300440,Digital Production,Monetory TOV,PaidScholarship,Sponsorships,07-08-2023
SPAIN,Carla Martinez Romero,93300440,5,47500,9500,EUR,93300440,Employee Training,CERPS Invoice,PaidTravel Expenses,Sponsorships,05-08-2023
SPAIN,Carla Martinez Romero,93300440,5,47500,9500,EUR,93300440,Other Travel Cost,Monetory TOV,Logistics,Market Research,15-11-2023
SPAIN,Antonio Diaz,93300256,4,8700,2175,EUR,93300256,Hotel & Accomidation,CERPS Invoice,PaidScholarship,Market Research,07-02-2022
SPAIN,Antonio Diaz,93300256,4,8700,2175,EUR,93300256,Air Fares,CERPS Invoice,N/A,HCP Fee for Service,04-12-2022
SPAIN,Antonio Diaz,93300256,4,8700,2175,EUR,93300256,Other Travel Cost,CERPS Invoice,Networking,Membership Fees,17-04-2022
SPAIN,Antonio Diaz,93300256,4,8700,2175,EUR,93300256,Employee Training,Monetory TOV,PaidTravel Expenses,Travel Expenses,19-10-2023
SPAIN,Esteban Perez,93300442,5,47000,9400,EUR,93300442,Air Fares,CERPS Invoice,N/A,Gifts,16-04-2022
SPAIN,Esteban Perez,93300442,5,47000,9400,EUR,93300442,Postage & Couriers,Monetory TOV,PaidScholarship,Market Research,24-03-2023
SPAIN,Esteban Perez,93300442,5,47000,9400,EUR,93300442,Air Fares,Monetory TOV,PaidScholarship,Gifts,07-07-2022
SPAIN,Esteban Perez,93300442,5,47000,9400,EUR,93300442,Air Fares,Monetory TOV,PaidScholarship,Grants & Donations,16-08-2022
SPAIN,Esteban Perez,93300442,5,47000,9400,EUR,93300442,Postage & Couriers,CERPS Invoice,N/A,Other HCO Expenditure,20-09-2023
SPAIN,Leonardo Silva,93300258,4,44000,11000,EUR,93300258,Vehicle Parking,CERPS Invoice,Networking,HCP Fee for Service,14-01-2023
SPAIN,Leonardo Silva,93300258,4,44000,11000,EUR,93300258,Vehicle Parking,CERPS Invoice,N/A,Sponsorships,27-03-2022
SPAIN,Leonardo Silva,93300258,4,44000,11000,EUR,93300258,Employee Training,Monetory TOV,Logistics,Gifts,08-01-2023
SPAIN,Leonardo Silva,93300258,4,44000,11000,EUR,93300258,Taxi Fares,Monetory TOV,Logistics,Travel Expenses,19-05-2022
SPAIN,Marco Lopez,93300445,5,46000,9200,EUR,93300445,Taxi Fares,Monetory TOV,PaidScholarship,Membership Fees,12-08-2022
SPAIN,Marco Lopez,93300445,5,46000,9200,EUR,93300445,Other Travel Cost,CERPS Invoice,PaidScholarship,HCP Fee for Service,08-11-2022
SPAIN,Marco Lopez,93300445,5,46000,9200,EUR,93300445,Hotel & Accomidation,CERPS Invoice,Networking,HCP Fee for Service,14-06-2022
SPAIN,Marco Lopez,93300445,5,46000,9200,EUR,93300445,Postage & Couriers,CERPS Invoice,PaidScholarship,Membership Fees,21-08-2022
SPAIN,Marco Lopez,93300445,5,46000,9200,EUR,93300445,Other Travel Cost,CERPS Invoice,PaidScholarship,Training,23-08-2023
SPAIN,Clara Gonzalez,93300447,5,48500,9700,EUR,93300447,Hotel & Accomidation,CERPS Invoice,Logistics,Market Research,04-12-2023
SPAIN,Clara Gonzalez,93300447,5,48500,9700,EUR,93300447,Hotel & Accomidation,Monetory TOV,PaidTravel Expenses,Entertainment,08-12-2022
SPAIN,Clara Gonzalez,93300447,5,48500,9700,EUR,93300447,Employee Training,CERPS Invoice,Networking,Sponsorships,17-03-2023
SPAIN,Clara Gonzalez,93300447,5,48500,9700,EUR,93300447,Hotel & Accomidation,CERPS Invoice,Logistics,Membership Fees,09-01-2023
SPAIN,Clara Gonzalez,93300447,5,48500,9700,EUR,93300447,Air Fares,Monetory TOV,Networking,Market Research,19-09-2023
SPAIN,Elena  Pedro Costa,93300448,5,47000,9400,EUR,93300448,Taxi Fares,CERPS Invoice,PaidScholarship,Travel Expenses,26-03-2022
SPAIN,Elena  Pedro Costa,93300448,5,47000,9400,EUR,93300448,Postage & Couriers,Monetory TOV,Networking,Sponsorships,28-11-2022
SPAIN,Elena  Pedro Costa,93300448,5,47000,9400,EUR,93300448,Postage & Couriers,CERPS Invoice,N/A,Travel Expenses,07-12-2023
SPAIN,Elena  Pedro Costa,93300448,5,47000,9400,EUR,93300448,Taxi Fares,Monetory TOV,N/A,Market Research,20-07-2023
SPAIN,Elena  Pedro Costa,93300448,5,47000,9400,EUR,93300448,Air Fares,CERPS Invoice,N/A,Market Research,17-03-2022
SPAIN,Antonio Garcia,93300450,5,47500,9500,EUR,93300450,Taxi Fares,CERPS Invoice,Networking,Entertainment,15-10-2022
SPAIN,Antonio Garcia,93300450,5,47500,9500,EUR,93300450,Vehicle Parking,Monetory TOV,Logistics,Sponsorships,15-05-2023
SPAIN,Antonio Garcia,93300450,5,47500,9500,EUR,93300450,Air Fares,CERPS Invoice,PaidScholarship,Gifts,10-01-2023
SPAIN,Antonio Garcia,93300450,5,47500,9500,EUR,93300450,Digital Production,CERPS Invoice,Networking,Entertainment,26-09-2022
SPAIN,Antonio Garcia,93300450,5,47500,9500,EUR,93300450,Employee Training,Monetory TOV,PaidTravel Expenses,Travel Expenses,30-04-2023
SPAIN,Esteban Hugo Costa,93300452,5,9650,1930,EUR,93300452,Hotel & Accomidation,CERPS Invoice,Logistics,Grants & Donations,12-08-2023
SPAIN,Esteban Hugo Costa,93300452,5,9650,1930,EUR,93300452,Hotel & Accomidation,CERPS Invoice,PaidScholarship,Gifts,23-01-2023
SPAIN,Esteban Hugo Costa,93300452,5,9650,1930,EUR,93300452,Vehicle Parking,Monetory TOV,PaidTravel Expenses,Training,05-10-2023
SPAIN,Esteban Hugo Costa,93300452,5,9650,1930,EUR,93300452,Hotel & Accomidation,CERPS Invoice,N/A,Entertainment,16-02-2023
SPAIN,Esteban Hugo Costa,93300452,5,9650,1930,EUR,93300452,Air Fares,Monetory TOV,PaidTravel Expenses,Grants & Donations,24-03-2023
SPAIN,Marco Silva,93300454,5,46500,9300,EUR,93300454,Taxi Fares,CERPS Invoice,N/A,Gifts,08-09-2022
SPAIN,Marco Silva,93300454,5,46500,9300,EUR,93300454,Taxi Fares,CERPS Invoice,N/A,Training,16-09-2023
SPAIN,Marco Silva,93300454,5,46500,9300,EUR,93300454,Air Fares,Monetory TOV,PaidScholarship,Market Research,10-04-2023
SPAIN,Marco Silva,93300454,5,46500,9300,EUR,93300454,Employee Training,CERPS Invoice,Logistics,HCP Fee for Service,24-01-2023
SPAIN,Marco Silva,93300454,5,46500,9300,EUR,93300454,Postage & Couriers,Monetory TOV,N/A,Gifts,24-03-2022
SPAIN,Leonardo Torres,93300456,5,9500,1900,EUR,93300456,Other Travel Cost,CERPS Invoice,Logistics,Training,11-02-2023
SPAIN,Leonardo Torres,93300456,5,9500,1900,EUR,93300456,Vehicle Parking,Monetory TOV,Networking,Sponsorships,13-06-2022
SPAIN,Leonardo Torres,93300456,5,9500,1900,EUR,93300456,Other Travel Cost,CERPS Invoice,Networking,Market Research,10-04-2022
SPAIN,Leonardo Torres,93300456,5,9500,1900,EUR,93300456,Postage & Couriers,CERPS Invoice,PaidScholarship,Other HCO Expenditure,14-09-2022
SPAIN,Leonardo Torres,93300456,5,9500,1900,EUR,93300456,Employee Training,CERPS Invoice,Logistics,Travel Expenses,10-07-2023
SPAIN,Martina Pedro Gomez,93300457,5,9400,1880,EUR,93300457,Digital Production,CERPS Invoice,PaidScholarship,Grants & Donations,19-04-2023
SPAIN,Martina Pedro Gomez,93300457,5,9400,1880,EUR,93300457,Postage & Couriers,CERPS Invoice,PaidTravel Expenses,Entertainment,22-12-2023
SPAIN,Martina Pedro Gomez,93300457,5,9400,1880,EUR,93300457,Taxi Fares,Monetory TOV,PaidTravel Expenses,Membership Fees,27-03-2023
SPAIN,Martina Pedro Gomez,93300457,5,9400,1880,EUR,93300457,Digital Production,Monetory TOV,N/A,Other HCO Expenditure,12-06-2022
SPAIN,Martina Pedro Gomez,93300457,5,9400,1880,EUR,93300457,Air Fares,Monetory TOV,Networking,Sponsorships,04-10-2023
SPAIN,Julian Torres,93300459,5,48000,9600,EUR,93300459,Hotel & Accomidation,CERPS Invoice,PaidScholarship,Membership Fees,02-07-2023
SPAIN,Julian Torres,93300459,5,48000,9600,EUR,93300459,Air Fares,Monetory TOV,PaidTravel Expenses,Entertainment,28-01-2022
SPAIN,Julian Torres,93300459,5,48000,9600,EUR,93300459,Taxi Fares,CERPS Invoice,Networking,Travel Expenses,22-04-2023
SPAIN,Julian Torres,93300459,5,48000,9600,EUR,93300459,Hotel & Accomidation,Monetory TOV,PaidTravel Expenses,HCP Fee for Service,28-03-2022
SPAIN,Julian Torres,93300459,5,48000,9600,EUR,93300459,Other Travel Cost,Monetory TOV,PaidScholarship,Grants & Donations,07-09-2023
SPAIN,Antonio Torres Martinez,93300461,5,9300,1860,EUR,93300461,Taxi Fares,Monetory TOV,PaidTravel Expenses,Training,30-05-2022
SPAIN,Antonio Torres Martinez,93300461,5,9300,1860,EUR,93300461,Hotel & Accomidation,CERPS Invoice,PaidScholarship,Training,04-09-2022
SPAIN,Antonio Torres Martinez,93300461,5,9300,1860,EUR,93300461,Employee Training,CERPS Invoice,Networking,Travel Expenses,09-02-2023
SPAIN,Antonio Torres Martinez,93300461,5,9300,1860,EUR,93300461,Digital Production,Monetory TOV,Networking,Sponsorships,11-02-2023
SPAIN,Antonio Torres Martinez,93300461,5,9300,1860,EUR,93300461,Postage & Couriers,Monetory TOV,PaidScholarship,Travel Expenses,13-02-2023
SPAIN,Juan Roberto Silva,93300462,5,9700,1940,EUR,93300462,Air Fares,Monetory TOV,N/A,Other HCO Expenditure,18-07-2022
SPAIN,Juan Roberto Silva,93300462,5,9700,1940,EUR,93300462,Taxi Fares,Monetory TOV,PaidScholarship,Entertainment,04-04-2022
SPAIN,Juan Roberto Silva,93300462,5,9700,1940,EUR,93300462,Taxi Fares,Monetory TOV,Logistics,Gifts,23-12-2022
SPAIN,Juan Roberto Silva,93300462,5,9700,1940,EUR,93300462,Other Travel Cost,CERPS Invoice,PaidScholarship,Other HCO Expenditure,26-06-2023
SPAIN,Juan Roberto Silva,93300462,5,9700,1940,EUR,93300462,Air Fares,CERPS Invoice,PaidScholarship,Entertainment,04-12-2022
SPAIN,Marco Martinez,93300464,5,47000,9400,EUR,93300464,Vehicle Parking,CERPS Invoice,PaidTravel Expenses,Travel Expenses,25-06-2022
SPAIN,Marco Martinez,93300464,5,47000,9400,EUR,93300464,Postage & Couriers,CERPS Invoice,PaidScholarship,Membership Fees,28-07-2023
SPAIN,Marco Martinez,93300464,5,47000,9400,EUR,93300464,Postage & Couriers,Monetory TOV,PaidTravel Expenses,Sponsorships,06-11-2022
SPAIN,Marco Martinez,93300464,5,47000,9400,EUR,93300464,Taxi Fares,CERPS Invoice,PaidScholarship,Travel Expenses,25-01-2022
SPAIN,Marco Martinez,93300464,5,47000,9400,EUR,93300464,Digital Production,CERPS Invoice,Networking,Membership Fees,22-01-2023
SPAIN,Elena Garcia,93300274,4,42500,10625,EUR,93300274,Taxi Fares,Monetory TOV,PaidScholarship,Grants & Donations,28-01-2022
SPAIN,Elena Garcia,93300274,4,42500,10625,EUR,93300274,Hotel & Accomidation,CERPS Invoice,Logistics,Other HCO Expenditure,02-10-2023
SPAIN,Elena Garcia,93300274,4,42500,10625,EUR,93300274,Hotel & Accomidation,Monetory TOV,Logistics,Grants & Donations,05-01-2023
SPAIN,Elena Garcia,93300274,4,42500,10625,EUR,93300274,Vehicle Parking,CERPS Invoice,Logistics,Sponsorships,13-08-2022
SPAIN,Camila Costa,93300465,5,46500,9300,EUR,93300465,Taxi Fares,Monetory TOV,PaidTravel Expenses,Training,13-04-2023
SPAIN,Camila Costa,93300465,5,46500,9300,EUR,93300465,Digital Production,CERPS Invoice,Networking,Grants & Donations,25-12-2023
SPAIN,Camila Costa,93300465,5,46500,9300,EUR,93300465,Taxi Fares,Monetory TOV,N/A,Training,23-01-2023
SPAIN,Camila Costa,93300465,5,46500,9300,EUR,93300465,Postage & Couriers,Monetory TOV,PaidScholarship,Market Research,27-04-2023
SPAIN,Camila Costa,93300465,5,46500,9300,EUR,93300465,Other Travel Cost,CERPS Invoice,N/A,Travel Expenses,01-08-2022
SPAIN,Ana Ruiz,93300277,4,43000,10750,EUR,93300277,Postage & Couriers,CERPS Invoice,N/A,HCP Fee for Service,08-11-2023
SPAIN,Ana Ruiz,93300277,4,43000,10750,EUR,93300277,Digital Production,Monetory TOV,PaidTravel Expenses,Travel Expenses,03-02-2023
SPAIN,Ana Ruiz,93300277,4,43000,10750,EUR,93300277,Postage & Couriers,Monetory TOV,N/A,Travel Expenses,03-01-2023
SPAIN,Ana Ruiz,93300277,4,43000,10750,EUR,93300277,Employee Training,Monetory TOV,PaidScholarship,Entertainment,09-01-2022
SPAIN,Marcela Gomez,93300467,5,9200,1840,EUR,93300467,Air Fares,CERPS Invoice,Networking,Membership Fees,16-01-2023
SPAIN,Marcela Gomez,93300467,5,9200,1840,EUR,93300467,Taxi Fares,Monetory TOV,PaidTravel Expenses,Sponsorships,04-02-2022
SPAIN,Marcela Gomez,93300467,5,9200,1840,EUR,93300467,Other Travel Cost,CERPS Invoice,N/A,Training,15-02-2022
SPAIN,Marcela Gomez,93300467,5,9200,1840,EUR,93300467,Postage & Couriers,Monetory TOV,N/A,Market Research,20-01-2022
SPAIN,Marcela Gomez,93300467,5,9200,1840,EUR,93300467,Other Travel Cost,Monetory TOV,PaidTravel Expenses,Training,23-08-2022
SPAIN,Guillermo Martinez,93300279,4,43500,10875,EUR,93300279,Digital Production,CERPS Invoice,PaidTravel Expenses,Market Research,05-04-2022
SPAIN,Guillermo Martinez,93300279,4,43500,10875,EUR,93300279,Postage & Couriers,Monetory TOV,PaidScholarship,Market Research,30-05-2022
SPAIN,Guillermo Martinez,93300279,4,43500,10875,EUR,93300279,Air Fares,Monetory TOV,N/A,Membership Fees,23-09-2023
SPAIN,Guillermo Martinez,93300279,4,43500,10875,EUR,93300279,Employee Training,Monetory TOV,Logistics,Membership Fees,24-05-2022
SPAIN,Isabella Torres Salvador,93300281,4,42000,10500,EUR,93300281,Digital Production,Monetory TOV,N/A,HCP Fee for Service,11-02-2023
SPAIN,Isabella Torres Salvador,93300281,4,42000,10500,EUR,93300281,Taxi Fares,CERPS Invoice,Networking,Other HCO Expenditure,29-09-2022
